id,userId,dateOfBirth,address
652,306,7/26/1996,4 Dottie Alley
653,866,2/3/1994,46631 Elmside Plaza
654,662,10/28/1991,6 Hoard Avenue
655,750,10/23/1986,6722 Armistice Parkway
656,7,12/11/1992,9 Charing Cross Drive
657,61,9/16/1982,0186 Graedel Trail
658,688,7/1/1999,234 Sugar Place
659,79,3/23/1984,86 Meadow Valley Lane
660,676,6/20/1995,657 Brown Parkway
661,529,3/14/1981,20490 Green Ridge Way
662,771,10/3/1995,3 Continental Avenue
663,833,1/31/1995,70 Hagan Center
664,127,2/25/2004,5 Northridge Parkway
665,848,10/15/1998,6971 Cardinal Junction
666,756,7/9/1986,11 Springs Avenue
667,161,9/14/1997,7 Lindbergh Alley
668,942,9/1/1998,1619 Pearson Circle
669,645,4/16/1998,19 Kennedy Alley
670,392,3/31/1985,02 Village Green Hill
671,765,1/25/1982,486 5th Lane
672,836,6/19/1991,3840 Cody Hill
673,479,4/10/2002,38789 Luster Trail
674,782,1/2/1997,0 Florence Parkway
675,18,2/14/1986,9 Spohn Drive
676,678,9/7/2001,5177 Weeping Birch Trail
677,408,12/22/1983,60 Forster Alley
678,276,10/21/2000,872 Northview Plaza
679,864,2/8/1991,5677 Sugar Parkway
680,446,12/24/1985,490 Victoria Court
681,107,8/27/1989,9 Judy Center
682,503,6/29/1990,03560 Dryden Way
683,162,1/19/2001,31760 Mitchell Center
684,1,5/13/1996,2264 Spaight Plaza
685,383,8/5/2004,1 Miller Avenue
686,719,2/12/1995,06735 Stone Corner Road
687,600,4/14/1995,7 Algoma Crossing
688,241,7/18/2005,76 Graedel Point
689,417,10/16/1987,3564 Grim Court
690,311,10/15/1983,13190 Oriole Trail
691,747,5/10/2002,8369 Dakota Junction
692,692,5/7/2005,7778 Magdeline Plaza
693,207,5/9/1986,50 Jackson Lane
694,570,1/21/1990,886 Blue Bill Park Hill
695,648,5/1/2005,7 Bowman Court
696,538,8/9/1987,21 Northfield Avenue
697,764,1/5/2003,933 Mccormick Way
698,786,9/12/1996,1891 Nelson Road
699,319,8/3/1996,5 Lerdahl Place
700,916,9/20/1990,8 Valley Edge Center
701,125,2/15/1991,557 Comanche Court
702,92,7/24/1988,1 Gulseth Crossing
703,291,5/24/2004,771 Melby Court
704,14,8/18/2004,069 Reindahl Trail
705,975,5/19/1992,820 Independence Pass
706,795,2/2/1990,22 Alpine Place
707,231,8/10/2000,226 Merry Crossing
708,575,8/26/1984,87453 School Street
709,646,1/30/1982,97658 Northridge Trail
710,99,9/29/1988,6 Surrey Court
711,293,9/12/1983,23821 Prairie Rose Park
712,299,8/28/1997,5750 Northridge Circle
713,430,7/2/1987,479 Brown Road
714,717,8/13/1999,0 Continental Park
715,137,12/24/1980,9034 Hoepker Center
716,409,6/13/1987,6 Judy Park
717,891,6/6/1994,3364 Nelson Crossing
718,933,11/19/1986,32627 Killdeer Crossing
719,416,7/20/1993,95 Mcbride Junction
720,776,8/27/2002,94 American Ash Crossing
721,280,7/10/1991,270 Green Point
722,2,7/26/1992,61 Coolidge Pass
723,740,10/4/1982,09806 Fair Oaks Circle
724,6,1/30/1982,04 Caliangt Way
725,281,12/6/2000,52196 Fallview Park
726,948,1/17/1997,9 Buena Vista Road
727,335,7/2/1991,640 Killdeer Pass
728,95,11/2/1984,9 Westend Alley
729,544,3/24/1987,0 1st Lane
730,132,12/30/2000,822 Dorton Crossing
731,928,2/18/1999,23 Lien Way
732,393,2/26/1995,5689 Bunker Hill Place
733,189,3/28/1987,55 Blackbird Park
734,563,5/18/1987,59 Sachtjen Court
735,604,11/3/1987,08944 Leroy Drive
736,533,2/17/1990,83 Clemons Road
737,721,3/4/1999,453 Brickson Park Point
738,425,5/4/1991,6 Scoville Park
739,558,1/24/1994,597 Granby Plaza
740,121,8/16/2001,776 High Crossing Plaza
741,434,10/10/2003,423 3rd Crossing
742,320,7/26/1996,813 Esker Terrace
743,889,12/6/2003,54796 Michigan Junction
744,33,5/29/1989,828 Maple Park
745,502,1/2/1982,21727 Grasskamp Crossing
746,201,7/12/2004,708 Prentice Junction
747,920,3/24/1996,46 Russell Pass
748,842,2/29/1996,37 Norway Maple Crossing
749,364,8/27/2003,4090 Schiller Road
750,369,2/24/1987,449 Johnson Court
751,237,4/18/1981,59 Fairfield Terrace
752,513,4/7/1995,2805 Portage Plaza
753,814,4/30/1986,41 Sunfield Place
754,539,10/11/2002,131 Springview Point
755,382,4/7/1989,5169 Buena Vista Road
756,213,10/13/1994,3501 Bobwhite Terrace
757,215,11/1/1998,688 Fremont Junction
758,871,1/31/1989,7 Nova Circle
759,914,11/22/2002,07641 Ryan Place
760,122,6/4/1990,8142 Butternut Parkway
761,585,1/12/1981,57 5th Plaza
762,485,6/9/1994,2304 Melvin Circle
763,906,11/21/1983,6 Nancy Parkway
764,672,12/15/1986,455 Rockefeller Parkway
765,654,9/19/1994,7 Westport Way
766,949,11/9/2003,9 Rowland Terrace
767,451,6/30/1985,94 Northwestern Crossing
768,846,9/18/2001,970 Fallview Circle
769,935,11/23/2003,3 Fairfield Center
770,520,8/1/2004,1 John Wall Circle
771,350,1/8/1999,8376 Crest Line Circle
772,901,9/11/1987,9 Glendale Crossing
773,277,5/31/2003,33 Clove Way
774,902,5/20/1986,9549 Mariners Cove Avenue
775,605,10/30/1990,808 Fieldstone Road
776,69,2/13/1985,786 Packers Terrace
777,783,9/7/1992,10973 Northwestern Lane
778,370,6/20/1991,458 Lotheville Pass
779,413,1/20/1996,9161 Longview Crossing
780,80,10/26/1984,61358 Buena Vista Place
781,817,10/19/2005,8 Sunbrook Circle
782,220,7/6/1990,1 Roxbury Street
783,32,9/30/1987,017 Namekagon Circle
784,486,5/9/1988,11188 Dakota Pass
785,104,6/17/1988,0163 Sachs Drive
786,367,7/9/1997,2 Hauk Avenue
787,744,7/8/1984,775 Harbort Lane
788,542,10/15/1986,2 Pepper Wood Parkway
789,218,7/20/1995,57 Killdeer Way
790,465,3/13/1984,69372 Haas Avenue
791,196,12/23/1993,14702 Summit Place
792,412,3/8/1995,88005 Luster Parkway
793,972,12/25/1997,7 North Parkway
794,931,7/2/1981,947 Riverside Trail
795,706,9/7/1983,6 Lunder Point
796,30,9/13/1981,0016 Hoepker Lane
797,936,6/5/1986,9 Sherman Street
798,60,9/4/1992,803 Pierstorff Crossing
799,151,1/9/1990,6 Starling Road
800,821,8/25/1985,14 Truax Place
801,292,7/5/1990,476 Bluejay Point
802,23,1/28/1988,4523 Butternut Circle
803,607,12/12/1997,692 Surrey Road
804,950,11/4/2000,9 Caliangt Point
805,389,6/28/1998,21806 Messerschmidt Place
806,471,5/14/1994,0784 Dapin Drive
807,919,12/10/2000,7 Green Center
808,470,9/1/2003,20189 Continental Alley
809,499,4/5/1984,033 Donald Drive
810,345,4/22/1982,12405 Village Green Junction
811,108,9/26/1983,8 Reinke Alley
812,349,12/8/1983,398 Charing Cross Circle
813,422,10/28/1983,4 Ramsey Point
814,555,4/26/1986,22 Bashford Junction
815,737,11/27/1987,4129 Magdeline Street
816,362,4/12/1991,46099 Del Mar Avenue
817,123,8/31/1995,3 Havey Crossing
818,966,9/13/2000,0281 Fair Oaks Lane
819,656,12/30/1983,13252 American Ash Point
820,411,4/3/1997,52 Dayton Trail
821,317,10/17/1999,490 Pine View Drive
822,767,10/2/1986,677 Cardinal Place
823,918,11/26/1989,56 Dovetail Road
824,51,2/22/1992,68 Pierstorff Alley
825,447,12/25/2002,74190 Hintze Center
826,252,12/29/2001,7637 Ridge Oak Lane
827,982,4/23/1983,5 Hovde Point
828,366,4/23/1989,6 Redwing Court
829,534,3/2/1994,4 Scoville Hill
830,796,9/19/1987,9557 Coolidge Drive
831,287,10/17/2004,17387 Clyde Gallagher Circle
832,657,3/31/1997,2 Straubel Plaza
833,145,7/24/1997,49005 Golf Course Center
834,690,11/1/1991,4523 Charing Cross Court
835,0,3/24/1995,98 Eastwood Junction
836,294,8/23/1997,831 Fuller Crossing
837,543,2/17/1998,7 Mayfield Circle
838,679,11/4/2004,361 Mockingbird Street
839,491,12/14/1995,935 Russell Circle
840,449,8/26/1989,3332 Shelley Center
841,54,12/3/2002,76 Nelson Parkway
842,566,9/15/1985,3992 Norway Maple Plaza
843,580,12/15/2003,77588 Anderson Avenue
844,396,9/17/1988,7960 Golden Leaf Plaza
845,507,9/10/1986,2184 Onsgard Alley
846,546,10/23/1999,90 Corry Park
847,199,5/30/1995,2749 Manitowish Crossing
848,363,7/23/1981,16374 Atwood Road
849,240,4/10/1994,7647 Carey Pass
850,528,6/25/1986,8 Dixon Trail
851,663,10/7/2004,405 Lake View Plaza
852,205,1/4/2005,66734 Oak Valley Trail
853,863,5/21/2001,6696 Judy Park
854,216,6/29/2002,1 Artisan Hill
855,100,7/12/1999,6484 Butterfield Road
856,184,7/27/1994,04008 Packers Trail
857,840,2/24/1989,55 Arapahoe Hill
858,573,5/12/2005,083 Clyde Gallagher Crossing
859,336,4/16/1988,0353 Maple Terrace
860,53,5/11/1995,8 Norway Maple Park
861,785,7/27/1991,718 Little Fleur Plaza
862,725,2/21/1993,28436 Sundown Hill
863,862,4/13/2000,06 Heffernan Parkway
864,713,8/1/2000,615 East Terrace
865,973,12/8/1997,7768 Del Mar Plaza
866,875,1/3/1990,1170 West Drive
867,554,12/21/1983,692 Esch Road
868,27,4/13/1994,4 Iowa Crossing
869,913,4/11/1997,346 Calypso Center
870,800,3/18/2002,04 Almo Road
871,183,7/8/1989,9 Reinke Road
872,119,9/27/1985,76 Kennedy Avenue
873,879,12/21/1993,45 Service Park
874,149,12/4/1984,5413 Stoughton Parkway
875,701,10/30/1994,5 Judy Court
876,373,2/2/1986,89080 Mosinee Street
877,587,1/27/1984,4 Pankratz Street
878,478,2/27/1982,30541 Twin Pines Avenue
879,40,5/27/1993,32 Golden Leaf Terrace
880,882,5/18/1989,465 Erie Terrace
881,801,11/25/1988,48 Shopko Alley
882,899,3/6/1998,6716 Duke Court
883,898,7/2/2002,31 Hoepker Drive
884,172,5/15/1991,6 Leroy Court
885,342,5/14/2003,51 Goodland Drive
886,927,8/24/1987,9903 Doe Crossing Street
887,567,2/10/1987,36 Mesta Trail
888,969,9/9/1984,84350 Donald Place
889,844,1/9/1981,97 Granby Place
890,70,3/6/1989,9 Lakewood Junction
891,271,11/28/1987,2 Eastwood Point
892,962,5/2/1989,51 Commercial Court
893,493,5/12/1995,14 Fremont Way
894,819,10/8/1996,45391 Village Lane
895,976,1/15/1984,010 Sunbrook Terrace
896,235,7/12/1983,51456 Vidon Circle
897,983,4/24/1991,46835 Fairfield Hill
898,264,4/13/2003,31562 Anzinger Drive
899,93,1/31/1991,12 Tomscot Place
900,665,1/24/1987,81 Roth Point
901,5,6/14/2005,74 Schurz Pass
902,428,11/29/1984,2228 6th Avenue
903,181,3/20/1982,5232 Lerdahl Crossing
904,599,5/2/1988,5 Logan Hill
905,986,7/2/2002,91 Sage Point
906,243,9/5/2001,3225 Maple Street
907,48,8/9/2002,363 Washington Hill
908,810,12/26/1998,7 Harbort Hill
909,228,10/24/1991,744 Leroy Center
910,473,1/27/2004,70 Larry Way
911,806,3/2/1988,1978 Karstens Center
912,561,11/7/1988,81 Pearson Street
913,10,12/15/1996,4 Golf Course Terrace
914,584,12/9/2004,84267 Lakewood Court
915,111,11/3/1989,24785 Oak Park
916,722,7/17/2002,24 Duke Point
917,141,12/24/1990,560 Grim Road
918,923,9/23/2005,316 Vidon Road
919,632,6/3/2002,5 Namekagon Place
920,537,5/1/1987,97 Norway Maple Place
921,621,3/27/1990,2617 Delladonna Center
922,374,10/15/1986,5391 3rd Park
923,773,3/22/1998,26 Russell Crossing
924,822,10/3/1989,58156 Cody Pass
925,82,7/2/2004,945 Warbler Place
926,198,11/29/2000,8624 Debs Trail
927,859,9/17/1987,0333 Warbler Road
928,44,12/1/1994,299 Eggendart Crossing
929,250,2/23/1982,09218 Anniversary Alley
930,763,6/3/1988,59324 Pierstorff Point
931,530,9/20/1989,04291 Kenwood Parkway
932,211,3/8/1987,34 Logan Alley
933,488,7/16/1985,5650 Mitchell Point
934,96,7/4/1981,522 Sommers Place
935,43,10/1/1982,7 Westerfield Terrace
936,622,1/5/1989,469 Sunbrook Plaza
937,379,7/7/1984,4752 Lakewood Gardens Avenue
938,560,5/23/1994,94365 Dennis Trail
939,779,12/13/1998,0863 Green Way
940,870,6/9/1982,6 Artisan Court
941,497,4/1/1987,26568 Center Place
942,267,11/12/1985,020 Upham Hill
943,674,9/19/1989,84 North Way
944,9,12/14/1985,8553 Old Gate Alley
945,660,9/29/1990,29423 Randy Place
946,945,4/12/1988,245 Mockingbird Pass
947,896,7/18/1986,427 Pond Point
948,403,2/25/1992,2 Superior Drive
949,938,4/26/2004,8 Crest Line Pass
950,820,6/9/1992,97 Melvin Terrace
951,139,8/23/2004,551 Prairieview Drive
952,443,6/6/1994,916 Carpenter Place
953,461,5/16/1981,504 Corry Trail
954,353,11/17/1993,59906 Donald Circle
955,651,1/1/1998,89471 Washington Place
956,466,11/14/1987,3 Bonner Road
957,401,5/6/1999,5015 Browning Street
958,762,7/18/1985,79 Mallory Road
959,943,5/16/1982,9 American Crossing
960,524,3/8/1988,65736 Bellgrove Alley
961,101,4/10/2004,6 Montana Hill
962,279,6/1/1981,4399 Becker Point
963,540,1/25/1985,420 Grasskamp Circle
964,535,7/18/1991,9570 Iowa Hill
965,222,5/26/1991,0 Shasta Lane
966,589,4/15/1990,76 Graceland Place
967,65,1/3/1998,28127 Golden Leaf Avenue
968,378,7/7/1997,800 Mayfield Road
969,860,10/23/1998,7834 Old Gate Point
970,136,5/14/2005,6902 Corscot Avenue
971,329,1/22/1995,75411 Florence Avenue
972,552,9/3/1986,85523 Sunbrook Way
973,591,4/6/1992,199 Dapin Lane
974,337,10/13/1997,0894 Lakewood Gardens Plaza
975,64,11/8/1996,5 High Crossing Alley
976,496,4/4/2001,685 Express Hill
977,887,2/26/1998,600 Cascade Road
978,702,11/4/1986,256 Kipling Parkway
979,421,10/11/2001,751 Farragut Place
980,682,11/2/1997,7 Butterfield Trail
981,68,7/14/1997,0 Warner Junction
982,265,4/11/1992,457 Glacier Hill Road
983,638,6/7/1992,4353 Debra Park
984,583,3/7/1994,843 Erie Avenue
985,462,6/19/1993,98 Sutteridge Court
986,726,12/4/1981,0015 Moland Avenue
987,826,3/14/1984,481 Merrick Avenue
988,601,2/8/2003,900 Park Meadow Parkway
989,610,12/27/1986,6485 Sutteridge Place
990,1000,2/14/2004,7 Bashford Place
991,924,8/15/1989,0714 Golf Alley
992,769,4/5/1985,06 Pepper Wood Place
993,781,6/3/1991,25 Moose Terrace
994,581,4/1/1999,8748 Mendota Lane
995,464,1/10/1989,66 Sunbrook Park
996,492,4/9/1999,62 Sullivan Plaza
997,576,1/8/2005,26912 Dorton Lane
998,381,12/31/1995,910 Park Meadow Alley
999,643,6/19/1984,92949 American Terrace
1000,77,4/21/1983,2 Towne Way
